Project.Name,Sale_Year,Postal.Code,Property.Type,Average_Price,Median_Price
BRADDELL HEIGHTS ESTATE,2017,358429,Detached House,6150000,6150000
BRADDELL HEIGHTS ESTATE,2017,358628,Semi-Detached House,4200000,4200000
BRADDELL HEIGHTS ESTATE,2017,359612,Detached House,5.00E+06,5.00E+06
BRADDELL HEIGHTS ESTATE,2017,359647,Detached House,5500000,5500000
BRADDELL HEIGHTS ESTATE,2017,359649,Detached House,5350000,5350000
BRADDELL VIEW,2017,579720,Apartment,1080000,1080000
BRADDELL VIEW,2017,579721,Apartment,1240000,1250000
BRADDELL VIEW,2017,579723,Apartment,1175000,1175000
BRADDELL VIEW,2017,579724,Apartment,1186250,1175000
BRADDELL VIEW,2017,579725,Apartment,1494400,1494400
BRADDELL VIEW,2017,579726,Apartment,1370000,1370000
BRADDELL VIEW,2017,579729,Apartment,1450000,1450000
BRADDELL VIEW,2017,579732,Apartment,1278000,1278000
BRADDELL VIEW,2017,579735,Apartment,1220000,1220000
BREEZE BY THE EAST,2017,465520,Condominium,1535000,1535000
BREEZE BY THE EAST,2017,465521,Condominium,2020000,2020000
BREEZE BY THE EAST,2017,466452,Condominium,2308000,2308000
BREEZE BY THE EAST,2017,466455,Condominium,2600000,2600000
BREEZY MANSIONS,2017,546079,Apartment,930000,930000
BRIGHT GARDEN,2017,425451,Terrace House,3500000,3500000
BRISTOL LODGE,2017,219856,Apartment,1100000,1100000
BROOKVALE PARK,2017,599952,Condominium,1628000,1628000
BUCKLEY CLASSIQUE,2017,309767,Condominium,2635000,2725000
BUCKLEY RESIDENCE,2017,309762,Apartment,1590000,1590000
BUKIT REGENCY,2017,588132,Condominium,1543333.333,1520000
BUKIT REGENCY,2017,588134,Condominium,1020000,1020000
BUKIT REGENCY,2017,588136,Condominium,1470000,1470000
BUKIT REGENCY,2017,588137,Condominium,1680000,1680000
BULLION PARK,2017,789094,Condominium,828333.3333,835000
BULLION PARK,2017,789095,Condominium,1313000,1250000
BULLION PARK,2017,789096,Condominium,1329166.667,1195000
BULLION PARK,2017,789097,Condominium,1265000,1265000
BULLION PARK,2017,789098,Condominium,825000,830000
BULLION PARK,2017,789099,Condominium,1142962.667,1160000
BUONA LODGE,2017,117686,Condominium,1680000,1680000
BUONA VISTA GARDENS,2017,117688,Condominium,1690000,1690000
BURGUNDY HILL,2017,658813,Semi-Detached House,1800000,1800000
BURGUNDY HILL,2017,658842,Semi-Detached House,1900000,1900000
BURGUNDY HILL,2017,658872,Semi-Detached House,1850000,1850000
BURLINGTON SQUARE,2017,189651,Apartment,1103000,1055000
BUTTERWORTH 33,2017,439442,Apartment,1610451,1610451
BUTTERWORTH 8,2017,439422,Condominium,1650000,1650000
BUTTERWORTH 8,2017,439423,Condominium,1740000,1740000
BUTTERWORTH 8,2017,439445,Condominium,1589996,1680000
BUTTERWORTH VIEW,2017,439431,Apartment,1355000,1355000
CABANA,2017,805329,Terrace House,1820000,1820000
CABANA,2017,805364,Terrace House,2.00E+06,2.00E+06
CABANA,2017,805388,Terrace House,1800000,1800000
CACTUS GREEN,2017,805906,Semi-Detached House,2880000,2880000
CADENCE LIGHT,2017,423833,Apartment,8.00E+05,8.00E+05
CAIRNHILL ASTORIA,2017,229741,Apartment,3890000,4.00E+06
CAIRNHILL ASTORIA,2017,229742,Apartment,2300000,2300000
CAIRNHILL CREST,2017,229811,Condominium,3393745,3380000
CAIRNHILL CREST,2017,229813,Condominium,3683333.333,3200000
CAIRNHILL CREST,2017,229814,Condominium,1744666.667,1629000
CAIRNHILL NINE,2017,229723,Apartment,2642897.959,2630000
CAIRNHILL PLAZA,2017,229664,Apartment,3702000,3660000
CAIRNHILL PLAZA,2017,229666,Apartment,3912600,3998000
CAIRNHILL RESIDENCES,2017,229774,Apartment,2350000,2350000
CAIRNHILL RESIDENCES,2017,229775,Apartment,2373950,2390000
CALARASI,2017,328882,Apartment,1264571.429,1220000
CALDECOTT HILL ESTATE,2017,299974,Detached House,25600000,25600000
CALLIDORA VILLE,2017,425145,Apartment,1765500,1765500
CAMELLIA LODGE,2017,388030,Apartment,985000,985000
CAMELOT BY-THE-WATER,2017,436928,Condominium,3565000,3565000
CAMELOT BY-THE-WATER,2017,436929,Condominium,7800000,7800000
CANARY PARK,2017,488155,Terrace House,2665000,2665000
CANBERLIN APARTMENTS,2017,398887,Apartment,839000,839000
CANBERLIN LODGE,2017,399221,Apartment,808000,808000
CANBERRA RESIDENCES,2017,768124,Condominium,905000,905000
CANBERRA RESIDENCES,2017,768125,Condominium,1048000,1048000
CANBERRA RESIDENCES,2017,768128,Condominium,813000,813000
CANBERRA RESIDENCES,2017,768131,Condominium,1157666.667,1250000
CANBERRA RESIDENCES,2017,768135,Condominium,950000,950000
CANBERRA RESIDENCES,2017,768136,Condominium,661500,661500
CANNAVILLE,2017,429194,Apartment,1110000,1110000
CANNE LODGE,2017,388869,Apartment,1125002,1125000
CAPITOL PARK,2017,298926,Semi-Detached House,6816800,6816800
CAPITOL PARK,2017,299351,Terrace House,3880000,3880000
CARABELLE,2017,127015,Condominium,1020000,1020000
CARABELLE,2017,127016,Condominium,1370000,1370000
CARABELLE,2017,127017,Condominium,1428000,1428000
CARABELLE,2017,127018,Condominium,1100000,1100000
CARABELLE,2017,127019,Condominium,1483000,1500000
CARABELLE,2017,127020,Condominium,1220000,1220000
CARABELLE,2017,127021,Condominium,1428000,1428000
CARDIFF RESIDENCE,2017,558962,Condominium,8.00E+05,575000
CARIBBEAN AT KEPPEL BAY,2017,98635,Condominium,1779750,1810000
CARIBBEAN AT KEPPEL BAY,2017,98637,Condominium,1720000,1720000
CARIBBEAN AT KEPPEL BAY,2017,98638,Condominium,2761250,2761250
CARIBBEAN AT KEPPEL BAY,2017,98639,Condominium,1850000,1850000
CARIBBEAN AT KEPPEL BAY,2017,98641,Condominium,1740000,1740000
CARIBBEAN AT KEPPEL BAY,2017,98642,Condominium,1738000,1738000
CARIBBEAN AT KEPPEL BAY,2017,98643,Condominium,1400000,1400000
CARIBBEAN AT KEPPEL BAY,2017,98644,Condominium,1430000,1430000
CARIBBEAN AT KEPPEL BAY,2017,98645,Condominium,1400000,1400000
CARIBBEAN AT KEPPEL BAY,2017,98647,Condominium,2105000,2105000
CARIBBEAN AT KEPPEL BAY,2017,98650,Condominium,1648125,1710000
CARIBBEAN AT KEPPEL BAY,2017,98651,Condominium,1652500,1572500
CARIBBEAN AT KEPPEL BAY,2017,98652,Condominium,1822814.667,1790000
CARIBBEAN AT KEPPEL BAY,2017,98653,Condominium,3200000,3200000
CARIBBEAN AT KEPPEL BAY,2017,98654,Condominium,3950000,3950000
CARIBBEAN AT KEPPEL BAY,2017,98655,Condominium,2172500,2172500
CARIBBEAN AT KEPPEL BAY,2017,98656,Condominium,2352500,2352500
CARIBBEAN AT KEPPEL BAY,2017,98657,Condominium,1899412.571,2.00E+06
CARISSA PARK CONDOMINIUM,2017,507025,Condominium,1018166.667,995000
CARISSA PARK CONDOMINIUM,2017,507026,Condominium,940500,944000
CARISSA PARK CONDOMINIUM,2017,507027,Condominium,844333.3333,770000
CARPMAEL THIRTY-EIGHT,2017,429781,Apartment,1798019,1798019
CASA AERATA,2017,398484,Apartment,595369.875,584979.5
CASA CAIRNHILL,2017,228305,Apartment,2565000,2565000
CASA CAMBIO,2017,547726,Condominium,943714.2857,880000
CASA CAMBIO,2017,547803,Condominium,725500,672500
CASA CONTENDERE,2017,309079,Condominium,7.20E+07,7.20E+07
CASA EMERALD,2017,398311,Apartment,1250000,1250000
CASA ESPANIA,2017,538978,Apartment,1475444,1475444
CASA ESPERANZA,2017,589632,Condominium,2830000,2830000
CASA ESPERANZA,2017,589633,Condominium,1780000,1780000
CASA FELIZ,2017,427024,Apartment,965000,965000
CASA FIDELIO,2017,458485,Terrace House,1880000,1880000
CASA FLORA,2017,467169,Condominium,1450000,1450000
CASA FLORA,2017,467171,Condominium,1270000,1270000
CASA FORTUNA,2017,329980,Apartment,1025000,1100000
CASA IRRAWADDY,2017,329557,Apartment,1178000,1178000
CASA JERVOIS,2017,249055,Apartment,2250000,2250000
CASA MERAH,2017,465524,Apartment,1426666.667,1380000
CASA MERAH,2017,465525,Apartment,1347000,1308000
CASA MERAH,2017,465526,Apartment,1338333.333,1350000
CASA MERAH,2017,465527,Apartment,1278333.333,1285000
CASA MERAH,2017,465529,Apartment,1466666.667,1480000
CASA MERAH,2017,465530,Apartment,1445000,1440000
CASA MERAH,2017,465531,Apartment,1190000,1190000
CASA MERAH,2017,465532,Apartment,1286666.667,1310000
CASA MERAH,2017,465533,Apartment,1256296,1280000
CASA MERAH,2017,465534,Apartment,1280000,1280000
CASA MERAH,2017,465535,Apartment,1169000,1169000
CASA MERAH,2017,465536,Apartment,1090625,1086250
CASA MEYFORT,2017,437906,Condominium,3012500,2545000
CASA NOVACREST,2017,228313,Apartment,2105000,2105000
CASA PASIR RIS,2017,509506,Condominium,1175000,1175000
CASA RIVIERA,2017,547802,Apartment,1660000,1660000
CASA ROSA,2017,536443,Condominium,984000,984000
CASA ROSA,2017,536445,Condominium,960000,960000
CASA SARINA,2017,416729,Condominium,1144333.333,1165000
CASA SARINA,2017,416730,Condominium,1275000,1275000
CASABELLA,2017,266328,Condominium,3200000,3200000
CASABELLA,2017,266338,Condominium,2690000,2690000
CASABELLA,2017,269187,Condominium,1973500,2.00E+06
CASABLANCA,2017,737917,Condominium,847333.3333,871500
CASABLANCA,2017,737918,Condominium,793500,744000
CASABLANCA,2017,737919,Condominium,858250,892500
CASABLANCA,2017,737920,Condominium,837500,837500
CASABLANCA,2017,737921,Condominium,920000,920000
CASAFINA,2017,469336,Condominium,1285000,1285000
CASAFINA,2017,469337,Condominium,1159500,1125000
CASAFINA,2017,469338,Condominium,1155000,1155000
CASCADALE,2017,486858,Condominium,1220000,1220000
CASCADALE,2017,486860,Condominium,1010000,1010000
CASCADALE,2017,486862,Condominium,1020000,1020000
CASERO @ DUNMAN,2017,439192,Apartment,1.00E+06,1.00E+06
CASHEW HEIGHTS CONDOMINIUM,2017,679662,Condominium,1406500,1406500
CASHEW HEIGHTS CONDOMINIUM,2017,679664,Condominium,1570000,1570000
CASHEW HEIGHTS CONDOMINIUM,2017,679666,Condominium,1540000,1520000
CASHEW HEIGHTS CONDOMINIUM,2017,679668,Condominium,1522500,1522500
CASHEW HEIGHTS CONDOMINIUM,2017,679670,Condominium,1436666.667,1460000
CASHEW HEIGHTS CONDOMINIUM,2017,679674,Condominium,1520000,1520000
CASHEW PARK CONDOMINIUM,2017,679633,Condominium,838000,838000
CASHEW PARK CONDOMINIUM,2017,679635,Condominium,1245000,1245000
CASHEW PARK CONDOMINIUM,2017,679639,Condominium,1320000,1320000
CASHEW PARK CONDOMINIUM,2017,679645,Condominium,1200000,1200000
CASHEW VILLAS,2017,679757,Terrace House,3536000,3536000
CASHEW VILLAS,2017,679784,Semi-Detached House,3300000,3300000
CASHEW VILLAS,2017,679816,Terrace House,2308000,2308000
CASHEW VILLAS,2017,679826,Terrace House,2280000,2280000
CASPIAN,2017,648315,Condominium,1201750,1171000
CASPIAN,2017,648317,Condominium,870000,935000
CASPIAN,2017,648318,Condominium,1164000,1164000
CASPIAN,2017,648319,Condominium,1237500,1240000
CASPIAN,2017,648320,Condominium,1385000,1370000
CASSIA VIEW,2017,399746,Apartment,1181000,1200000
CASTLE GREEN,2017,787056,Condominium,1005000,970000
CASTLE GREEN,2017,787057,Condominium,917555.5556,930000
CASTLE GREEN,2017,787058,Condominium,997500,970000
CASTLE GREEN,2017,787059,Condominium,947600,960000
CASUARINA COVE,2017,436904,Condominium,1741666.667,1760000
CASUARINA COVE,2017,436915,Condominium,1785000,1785000
CASUARINA COVE,2017,436916,Condominium,1700000,1700000
CATHAY GARDEN,2017,456980,Terrace House,4600000,4600000
CAVAN SUITES,2017,209848,Apartment,565000,565000
CAVENAGH COURT,2017,229628,Apartment,2506000,2500000
CAVENAGH GARDENS,2017,229622,Apartment,1450000,1450000
CAVENAGH GARDENS,2017,229623,Apartment,1742500,1760000
CAVENAGH GARDENS,2017,229624,Apartment,1672500,1672500
CAVENAGH HOUSE,2017,229491,Apartment,2320000,2320000
CAVENDISH PARK,2017,597593,Condominium,1148500,1152000
CAVENDISH PARK,2017,597594,Condominium,1295000,1340000
CAVENDISH PARK,2017,597595,Condominium,1146000,1230000
CELADON VIEW,2017,507029,Apartment,1220000,1220000
CELESTIA,2017,427305,Apartment,1138750,1060000
CENTENNIA SUITES,2017,239427,Condominium,3678375,3714000
CENTRA HEIGHTS,2017,387607,Apartment,688000,657000
CENTRA LOFT,2017,387935,Apartment,595000,585000
CENTRA RESIDENCE,2017,388792,Apartment,645000,645000
CENTRA STUDIOS,2017,388302,Apartment,580481.3333,560000
CENTRA SUITES,2017,388242,Apartment,583250,590000
CENTRAL GREEN CONDOMINIUM,2017,169479,Condominium,1498750,1547500
CENTRAL GREEN CONDOMINIUM,2017,169480,Condominium,1500000,1500000
CENTRAL GREEN CONDOMINIUM,2017,169481,Condominium,1266666.667,1080000
CENTRAL GREEN CONDOMINIUM,2017,169483,Condominium,1430000,1430000
CENTRAL GROVE,2017,389778,Condominium,1066666.667,1080000
CENTRAL GROVE,2017,389779,Condominium,988500,988500
CENTRAL IMPERIAL,2017,398915,Apartment,1373200,6.00E+05
CENTRAL MEADOWS,2017,398240,Apartment,958333.3333,1.00E+06
CENTRAL VIEW,2017,538749,Condominium,981000,1033000
CENTRAL VIEW,2017,538750,Condominium,987547,1007194
CENTREPOINT,2017,238844,Apartment,2050000,2050000
CENTRINA,2017,428524,Apartment,1350000,1350000
CENTRO MANSIONS,2017,398280,Apartment,950000,950000
CENTRO RESIDENCES,2017,567752,Condominium,1241266.667,1230000
CENTURION RESIDENCES,2017,347470,Semi-Detached House,2548888,2548888
CENTURION RESIDENCES,2017,348195,Semi-Detached House,2780000,2780000
CENTURY WOODS,2017,738147,Terrace House,1722888,1722888
CENTURY WOODS,2017,738161,Terrace House,1550000,1550000
CENTURY WOODS,2017,738174,Terrace House,1630000,1630000
CENTURY WOODS,2017,738186,Terrace House,1800000,1800000
CENTURY WOODS,2017,738189,Terrace House,1600000,1600000
CEYLON CREST,2017,429623,Apartment,1366666.667,1400000
CEYLON RESIDENCE,2017,429690,Apartment,1350000,1350000
CHANCERY CORNER,2017,309495,Apartment,875000,875000
CHANCERY COURT,2017,309432,Condominium,1938000,1938000
CHANCERY COURT,2017,309433,Condominium,1120000,1060000
CHANCERY ESQUIRE,2017,309494,Apartment,2055000,2055000
CHANCERY HILL VILLAS,2017,307393,Semi-Detached House,4800000,4800000
CHANCERY HILL VILLAS,2017,307394,Semi-Detached House,4200000,4200000
CHANCERY HILL VILLAS,2017,307402,Semi-Detached House,4400000,4400000
CHANCERY PARK,2017,309499,Condominium,2600000,2600000
CHANCERY PARK,2017,309502,Condominium,3052500,3052500
CHANGI COURT,2017,486828,Condominium,1052000,1015000
CHANGI COURT,2017,486830,Condominium,1104714.286,1090000
CHANGI COURT,2017,486832,Condominium,975000,975000
CHANGI COURT,2017,486836,Condominium,1106500,1106500
CHANGI COURT,2017,486838,Condominium,946296,938888
CHANGI GARDEN,2017,509310,Condominium,248800000,248800000
CHANGI GREEN,2017,486842,Condominium,1390000,1390000
CHANGI GREEN,2017,486847,Condominium,1320000,1320000
CHANGI GREEN,2017,486849,Condominium,973333.3333,970000
CHANGI GREEN,2017,486850,Condominium,855000,855000
CHANGI GROVE,2017,509134,Detached House,5200000,5200000
CHANGI HEIGHTS,2017,507055,Terrace House,2250000,2250000
CHANGI RISE CONDOMINIUM,2017,528800,Condominium,1137000,915000
CHANGI RISE CONDOMINIUM,2017,528801,Condominium,862500,862500
CHANGI RISE CONDOMINIUM,2017,528802,Condominium,1081428.571,970000
CHANGI RISE CONDOMINIUM,2017,528803,Condominium,1072500,1072500
CHANGI RISE CONDOMINIUM,2017,528804,Condominium,1010000,1010000
CHANGI RISE CONDOMINIUM,2017,528807,Condominium,860000,860000
CHANGI RISE CONDOMINIUM,2017,528808,Condominium,921000,921000
CHANGI RISE CONDOMINIUM,2017,528809,Condominium,866666.6667,870000
CHANGI RISE CONDOMINIUM,2017,528810,Condominium,887000,889000
CHANGI RISE CONDOMINIUM,2017,528811,Condominium,932833.3333,941000
CHANTILLY RISE,2017,669581,Condominium,1189666.667,1139000
CHAPEL COURT,2017,424247,Apartment,1200000,1200000
CHAPEL LODGE,2017,425034,Condominium,1468000,1468000
CHAPEL LODGE,2017,425044,Condominium,1490000,1490000
CHARISMA VIEW,2017,598671,Apartment,1960000,1960000
CHARLTON 18,2017,533989,Terrace House,2741200,2741200
CHARLTON 18,2017,533993,Terrace House,2748888,2748888
CHARLTON 18,2017,533995,Terrace House,3.00E+06,3.00E+06
CHARLTON 18,2017,533997,Terrace House,2800000,2800000
CHARLTON 18,2017,533998,Terrace House,2800000,2800000
CHARLTON 18,2017,533999,Terrace House,2770900,2770900
CHARLTON 18,2017,534000,Terrace House,2722500,2722500
CHARLTON 18,2017,534002,Terrace House,2900000,2900000
CHARLTON 18,2017,534003,Terrace House,2750000,2750000
CHARLTON 18,2017,534004,Terrace House,2768888,2768888
CHARLTON 18,2017,534005,Terrace House,3108000,3108000
CHARLTON 27,2017,533954,Terrace House,3.00E+06,3.00E+06
CHARLTON 27,2017,533956,Terrace House,3230000,3230000
CHARLTON 27,2017,535608,Terrace House,3100000,3100000
CHARLTON VILLAS,2017,534145,Terrace House,2180000,2180000
CHARLTON VILLAS,2017,534153,Terrace House,2.00E+06,2.00E+06
CHARLTON VILLAS,2017,534155,Terrace House,2200000,2200000
CHARLTON VILLAS,2017,539690,Terrace House,2180000,2180000
CHARMING GARDEN,2017,268157,Condominium,2375000,2375000
CHATEAU LE FAME,2017,259345,Apartment,1555000,1555000
CHATELET,2017,258542,Condominium,1950000,1950000
CHELSEA GROVE,2017,328626,Apartment,1399500,1234000
CHELSEA LODGE,2017,437083,Apartment,1002666.667,1020000
CHENG SOON GARDEN,2017,599781,Terrace House,3538000,3538000
CHENG SOON GARDEN,2017,599785,Terrace House,2665000,2665000
CHENG SOON GARDEN,2017,599788,Semi-Detached House,4300000,4300000
CHEPSTOW VILLE,2017,558693,Semi-Detached House,2119000,2119000
CHERRY GARDENS,2017,536491,Apartment,980000,980000
CHERRY GARDENS,2017,536492,Apartment,1336500,1336500
CHERRYHILL,2017,536467,Condominium,1425000,1425000
CHESTERVALE,2017,679973,Executive Condominium,868000,874500
CHESTERVALE,2017,679974,Executive Condominium,760000,760000
CHESTERVALE,2017,679975,Executive Condominium,813577.6,815000
CHESTERVALE,2017,679976,Executive Condominium,808000,808000
CHESTERVALE,2017,679977,Executive Condominium,810000,810000
CHESTERVALE,2017,679978,Executive Condominium,813333.3333,810000
CHESTNUT VILLE,2017,679087,Condominium,1800000,1800000
CHILTERN PARK,2017,556112,Condominium,1321666.667,1357500
CHILTERN PARK,2017,556113,Condominium,1152098.286,1160000
CHILTERN PARK,2017,556114,Condominium,1051626.182,1010000
CHIP HOCK GARDENS,2017,259243,Terrace House,4500000,4500000
CHIVERTON,2017,259343,Apartment,1880000,1880000
CHUAN GREEN,2017,554557,Terrace House,2230000,2230000
CHUAN GREEN,2017,554558,Terrace House,2030000,2030000
CHUAN GREEN,2017,554601,Terrace House,1820000,1820000
CHUAN GREEN,2017,554602,Terrace House,1900000,1900000
CHUAN GREEN,2017,554705,Terrace House,1700000,1700000
CHUAN PARK,2017,556743,Condominium,827666.6667,715000
CHUAN PARK,2017,556744,Condominium,715000,715000
CHUAN PARK,2017,556745,Condominium,1061000,995000
CHUAN PARK,2017,556747,Condominium,1607500,1607500
CHUAN TERRACE,2017,558488,Terrace House,3680000,3680000
CHUAN VALE,2017,554564,Terrace House,2200000,2200000
CHUAN VILLE,2017,554605,Terrace House,1880000,1880000
CHUAN VISTA,2017,554851,Terrace House,1860000,1860000
CHUAN VISTA II,2017,554793,Terrace House,1928000,1928000
CHWEE CHIAN VIEW,2017,119724,Terrace House,2500000,2500000
CITIGATE RESIDENCE,2017,218437,Apartment,730000,730000
CITY EDGE,2017,308133,Apartment,1535000,1520000
CITY LOFT,2017,218636,Apartment,621250,542500
CITY PLAZA,2017,409286,Apartment,938000,938000
CITY REGENCY,2017,327977,Apartment,870000,870000
CITY SQUARE RESIDENCES,2017,207223,Condominium,1422800,1322500
CITY SQUARE RESIDENCES,2017,207224,Condominium,1467962.667,1499444
CITY SQUARE RESIDENCES,2017,207225,Condominium,1687818.182,1668000
CITY SQUARE RESIDENCES,2017,207226,Condominium,1657333.333,1650000
CITY SQUARE RESIDENCES,2017,207227,Condominium,1640166.667,1710000
CITY SQUARE RESIDENCES,2017,207229,Condominium,1505000,1645000
CITY STUDIOS,2017,218745,Apartment,1205000,1205000
CITY SUITES,2017,329699,Apartment,838032.8333,826500
CITY TOWERS,2017,259711,Apartment,1920000,1920000
CITY TOWERS,2017,259714,Apartment,4.00E+06,4.00E+06
CITYLIGHTS,2017,208745,Condominium,1158750,1105000
CITYLIGHTS,2017,208747,Condominium,1274222.222,1100000
CITYLIGHTS,2017,208749,Condominium,1242666.667,1330000
CITYLIGHTS,2017,208766,Condominium,1780000,1740000
CITYSCAPE @FARRER PARK,2017,219067,Condominium,1578745.455,1581700
CITYVISTA RESIDENCES,2017,228314,Condominium,4728000,4728000
CLAREMONT,2017,239569,Apartment,1504000,1504000
CLASSICAL TERRACE,2017,537497,Terrace House,1818000,1818000
CLASSICAL TERRACE,2017,537498,Terrace House,1830000,1830000
CLASSICAL TERRACE,2017,537509,Terrace House,1830000,1830000
CLASSICAL TERRACE,2017,537510,Terrace House,2130000,2130000
CLAYMORE PLAZA,2017,229571,Apartment,1403333.333,1400000
CLEMENTI GARDENS,2017,599546,Terrace House,4760000,4760000
CLEMENTI GREEN,2017,599554,Terrace House,3050000,3050000
CLEMENTI GREEN,2017,599572,Terrace House,2938000,2938000
CLEMENTI PARK,2017,597151,Condominium,1903333.333,1880000
CLEMENTI PARK,2017,597152,Condominium,578000,578000
CLEMENTI PARK,2017,597154,Condominium,1725000,1725000
